	region	MATCHED	MATCHED_AMBIGUOUSLY	MATCHED_THOUGH_DISTANT	MATCHED_THOUGH_NAMES_DIFFER	MATCHED_THOUGH_OSM_NO_NAME	MATCHED_THOUGH_REVERSED_DIR	NO_MATCH	NO_MATCH_AND_SEEMS_UNSERVED	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED	Gesamt	district	BEZ	GEN
73	de:05122	550	10	1	11	0	4	0	23	13	612	de:05122	Kreisfreie Stadt	Solingen
74	de:05124	1434	0	2	2	4	5	43	343	47	1880	de:05124	Kreisfreie Stadt	Wuppertal
75	de:05154	1835	6	5	19	2	22	87	237	108	2321	de:05154	Kreis	Kleve
76	de:05158	1908	29	2	10	6	28	86	313	81	2463	de:05158	Kreis	Mettmann
77	de:05162	1511	8	7	0	2	67	29	150	78	1852	de:05162	Kreis	Rhein-Kreis Neuss
78	de:05166	976	14	9	4	1	52	14	49	56	1175	de:05166	Kreis	Viersen
79	de:05170	1921	6	2	11	2	34	107	353	136	2572	de:05170	Kreis	Wesel
80	de:05314	1299	28	2	45	5	4	3	331	88	1805	de:05314	Kreisfreie Stadt	Bonn
81	de:05315	2061	7	1	40	3	15	5	811	220	3163	de:05315	Kreisfreie Stadt	Köln
82	de:05316	531	2	1	33	1	10	12	116	17	723	de:05316	Kreisfreie Stadt	Leverkusen
83	de:05334	2604	10	6	15	4	16	36	292	210	3193	de:05334	Kreis	Städteregion Aachen
84	de:05358	1366	14	2	38	2	22	20	182	14	1660	de:05358	Kreis	Düren
85	de:05362	1577	10	9	44	1	17	23	321	149	2151	de:05362	Kreis	Rhein-Erft-Kreis
86	de:05366	1369	0	14	34	34	13	125	327	223	2139	de:05366	Kreis	Euskirchen
87	de:05370	1270	0	12	13	1	123	15	282	11	1727	de:05370	Kreis	Heinsberg
88	de:05374	1606	10	12	95	3	67	19	242	55	2109	de:05374	Kreis	Oberbergischer Kreis
89	de:05378	1351	8	4	44	2	21	36	275	86	1827	de:05378	Kreis	Rheinisch-Bergischer Kreis
90	de:05382	2448	50	12	51	16	49	51	475	272	3424	de:05382	Kreis	Rhein-Sieg-Kreis
91	de:05512	515	6	0	0	2	10	1	29	1	564	de:05512	Kreisfreie Stadt	Bottrop
92	de:05513	916	10	0	3	0	12	2	181	48	1172	de:05513	Kreisfreie Stadt	Gelsenkirchen
93	de:05515	1139	20	6	10	1	13	5	194	17	1405	de:05515	Kreisfreie Stadt	Münster
94	de:05554	1565	20	18	10	10	208	299	724	123	2977	de:05554	Kreis	Borken
95	de:05558	2190	38	29	13	6	110	153	400	125	3064	de:05558	Kreis	Coesfeld
96	de:05562	2786	16	2	4	0	12	9	162	18	3009	de:05562	Kreis	Recklinghausen
97	de:05566	2562	38	47	30	52	155	921	753	190	4748	de:05566	Kreis	Steinfurt
98	de:05570	1898	55	36	24	3	117	80	287	110	2610	de:05570	Kreis	Warendorf
99	de:05711	1134	320	6	45	4	49	2	355	63	1978	de:05711	Kreisfreie Stadt	Bielefeld
100	de:05754	1445	136	42	88	15	54	397	733	180	3090	de:05754	Kreis	Gütersloh
101	de:05758	1728	47	19	89	5	70	90	419	99	2566	de:05758	Kreis	Herford
102	de:05762	1107	6	28	46	11	11	60	137	47	1453	de:05762	Kreis	Höxter
103	de:05766	2436	65	75	75	17	29	202	503	216	3618	de:05766	Kreis	Lippe
104	de:05770	1979	17	60	88	11	1	322	444	157	3079	de:05770	Kreis	Minden-Lübbecke
105	de:05774	1801	22	15	61	19	39	97	461	143	2658	de:05774	Kreis	Paderborn
106	de:05911	1388	26	2	3	3	22	2	233	53	1732	de:05911	Kreisfreie Stadt	Bochum
107	de:05913	2289	23	6	2	1	4	10	657	18	3010	de:05913	Kreisfreie Stadt	Dortmund
108	de:05914	1028	6	0	8	5	14	8	217	13	1299	de:05914	Kreisfreie Stadt	Hagen
109	de:05915	908	14	3	15	0	14	5	71	31	1061	de:05915	Kreisfreie Stadt	Hamm
110	de:05916	556	11	0	2	0	16	0	86	8	679	de:05916	Kreisfreie Stadt	Herne
111	de:05954	1752	36	6	10	7	18	9	274	81	2193	de:05954	Kreis	Ennepe-Ruhr-Kreis
112	de:05958	2072	43	10	15	19	149	166	598	190	3262	de:05958	Kreis	Hochsauerlandkreis
113	de:05962	3360	57	13	49	13	84	216	513	125	4430	de:05962	Kreis	Märkischer Kreis
114	de:05966	1032	10	3	2	1	18	1	96	32	1195	de:05966	Kreis	Olpe
115	de:05970	1975	55	5	2	2	80	7	117	28	2271	de:05970	Kreis	Siegen-Wittgenstein
116	de:05974	1923	37	18	19	13	26	295	370	182	2883	de:05974	Kreis	Soest
117	de:05978	2109	51	13	9	16	45	91	271	90	2695	de:05978	Kreis	Unna
118	de:06411	457	2	1	1	1	6	2	43	14	527	de:06411	Kreisfreie Stadt	Darmstadt
119	de:06412	2001	0	5	7	2	65	6	254	56	2396	de:06412	Kreisfreie Stadt	Frankfurt am Main
120	de:06413	313	0	1	4	2	8	1	40	9	378	de:06413	Kreisfreie Stadt	Offenbach am Main
121	de:06414	889	0	0	21	1	24	19	115	30	1099	de:06414	Kreisfreie Stadt	Wiesbaden
122	de:06431	1182	2	6	13	8	6	91	257	48	1613	de:06431	Landkreis	Bergstraße
123	de:06432	864	0	3	17	5	18	3	221	15	1146	de:06432	Landkreis	Darmstadt-Dieburg
124	de:06433	808	0	0	8	1	25	20	134	11	1007	de:06433	Landkreis	Groß-Gerau
125	de:06434	967	8	0	60	4	20	5	173	19	1256	de:06434	Landkreis	Hochtaunuskreis
126	de:06435	1660	4	2	58	2	49	18	279	32	2104	de:06435	Landkreis	Main-Kinzig-Kreis
127	de:06436	731	2	0	5	1	6	5	67	8	825	de:06436	Landkreis	Main-Taunus-Kreis
128	de:06437	708	0	3	17	5	25	24	81	48	911	de:06437	Landkreis	Odenwaldkreis
129	de:06438	896	2	5	18	0	13	7	364	25	1330	de:06438	Landkreis	Offenbach
130	de:06439	867	0	3	10	0	4	17	167	18	1086	de:06439	Landkreis	Rheingau-Taunus-Kreis
131	de:06440	1172	0	0	21	3	29	16	227	29	1497	de:06440	Landkreis	Wetteraukreis
132	de:06531	1161	0	1	30	2	33	12	193	15	1447	de:06531	Landkreis	Gießen
133	de:06532	1076	0	0	40	12	10	40	169	35	1382	de:06532	Landkreis	Lahn-Dill-Kreis
134	de:06533	919	2	2	28	10	21	34	153	55	1224	de:06533	Landkreis	Limburg-Weilburg
135	de:06534	1256	8	4	17	4	43	18	186	26	1562	de:06534	Landkreis	Marburg-Biedenkopf
136	de:06535	757	0	0	31	3	25	30	105	24	975	de:06535	Landkreis	Vogelsbergkreis
137	de:06611	779	8	2	4	3	13	14	478	105	1406	de:06611	Kreisfreie Stadt	Kassel
138	de:06631	1235	4	4	21	7	55	4	286	19	1635	de:06631	Landkreis	Fulda
139	de:06632	755	0	1	22	24	1	124	346	70	1343	de:06632	Landkreis	Hersfeld-Rotenburg
140	de:06633	1411	0	6	92	9	9	40	626	97	2290	de:06633	Landkreis	Kassel
141	de:06634	924	0	1	32	18	3	92	431	75	1576	de:06634	Landkreis	Schwalm-Eder-Kreis
142	de:06635	1059	4	1	42	24	4	149	1089	133	2505	de:06635	Landkreis	Waldeck-Frankenberg
143	de:06636	683	2	0	39	28	4	83	351	57	1247	de:06636	Landkreis	Werra-Meißner-Kreis
144	de:07111	594	6	0	4	0	2	3	15	7	631	de:07111	Kreisfreie Stadt	Koblenz
145	de:07131	693	0	1	4	11	4	56	19	94	882	de:07131	Landkreis	Ahrweiler
146	de:07132	785	6	0	4	27	5	207	43	135	1212	de:07132	Landkreis	Altenkirchen (Westerwald)
147	de:07133	240	636	6	1	36	1	234	111	13	1278	de:07133	Landkreis	Bad Kreuznach
148	de:07134	188	395	7	2	14	0	127	115	14	862	de:07134	Landkreis	Birkenfeld
149	de:07135	511	8	3	5	10	2	63	14	38	654	de:07135	Landkreis	Cochem-Zell
150	de:07137	991	12	1	2	11	15	177	15	49	1273	de:07137	Landkreis	Mayen-Koblenz
151	de:07138	719	117	3	22	39	28	58	55	36	1077	de:07138	Landkreis	Neuwied
152	de:07140	564	8	1	8	29	4	235	38	66	953	de:07140	Landkreis	Rhein-Hunsrück-Kreis
153	de:07141	564	4	1	18	35	2	229	31	61	945	de:07141	Landkreis	Rhein-Lahn-Kreis
154	de:07143	256	272	3	13	85	3	43	216	11	902	de:07143	Landkreis	Westerwaldkreis
155	de:07211	397	223	0	4	1	8	6	59	7	705	de:07211	Kreisfreie Stadt	Trier
156	de:07231	195	506	6	8	4	1	109	111	5	945	de:07231	Landkreis	Bernkastel-Wittlich
157	de:07232	216	559	10	1	23	2	356	157	4	1328	de:07232	Landkreis	Eifelkreis Bitburg-Prüm
158	de:07233	175	247	3	2	12	0	105	81	3	628	de:07233	Landkreis	Vulkaneifel
159	de:07235	335	686	2	6	5	1	61	173	5	1274	de:07235	Landkreis	Trier-Saarburg
160	de:07311	146	0	1	0	1	0	15	42	15	220	de:07311	Kreisfreie Stadt	Frankenthal (Pfalz)
161	de:07312	546	2	0	1	5	14	11	57	10	646	de:07312	Kreisfreie Stadt	Kaiserslautern
162	de:07313	186	2	0	0	0	6	3	82	7	286	de:07313	Kreisfreie Stadt	Landau in der Pfalz
163	de:07314	509	22	0	30	8	6	50	114	13	752	de:07314	Kreisfreie Stadt	Ludwigshafen am Rhein
164	de:07315	722	0	1	3	3	13	3	132	32	909	de:07315	Kreisfreie Stadt	Mainz
165	de:07316	234	0	2	0	1	1	9	33	4	284	de:07316	Kreisfreie Stadt	Neustadt an der Weinstraße
166	de:07317	270	7	0	1	5	1	13	36	6	339	de:07317	Kreisfreie Stadt	Pirmasens
167	de:07318	205	2	1	2	3	0	18	24	6	261	de:07318	Kreisfreie Stadt	Speyer
168	de:07319	354	0	0	0	1	0	6	35	10	406	de:07319	Kreisfreie Stadt	Worms
169	de:07320	223	0	1	2	4	1	10	25	20	286	de:07320	Kreisfreie Stadt	Zweibrücken
170	de:07331	447	4	3	12	18	3	87	93	35	702	de:07331	Landkreis	Alzey-Worms
171	de:07332	568	4	4	3	3	1	56	113	18	770	de:07332	Landkreis	Bad Dürkheim
172	de:07333	545	6	1	15	4	2	43	73	16	705	de:07333	Landkreis	Donnersbergkreis
173	de:07334	366	0	3	0	3	2	23	85	24	506	de:07334	Landkreis	Germersheim
174	de:07335	549	0	3	4	20	2	95	103	72	848	de:07335	Landkreis	Kaiserslautern
175	de:07336	507	2	1	5	10	3	44	69	55	696	de:07336	Landkreis	Kusel
176	de:07337	573	10	1	0	1	1	33	84	18	721	de:07337	Landkreis	Südliche Weinstraße
177	de:07338	364	4	2	0	4	5	68	54	13	514	de:07338	Landkreis	Rhein-Pfalz-Kreis
178	de:07339	459	471	1	7	7	8	38	150	21	1162	de:07339	Landkreis	Mainz-Bingen
179	de:07340	559	8	2	5	14	9	84	71	46	798	de:07340	Landkreis	Südwestpfalz
180	de:08111	1520	10	1	10	11	11	59	574	65	2261	de:08111	Stadtkreis	Stuttgart
181	de:08115	1191	12	2	3	6	20	14	435	46	1729	de:08115	Landkreis	Böblingen
182	de:08116	1631	12	1	36	25	17	197	656	77	2652	de:08116	Landkreis	Esslingen
183	de:08117	1074	20	2	53	8	9	54	206	22	1448	de:08117	Landkreis	Göppingen
184	de:08118	1535	6	3	31	12	12	49	638	73	2359	de:08118	Landkreis	Ludwigsburg
185	de:08119	1558	11	5	16	14	29	33	513	63	2242	de:08119	Landkreis	Rems-Murr-Kreis
186	de:08121	449	0	0	6	6	3	2	326	42	834	de:08121	Stadtkreis	Heilbronn
187	de:08125	1354	0	13	9	24	29	31	643	114	2217	de:08125	Landkreis	Heilbronn
188	de:08126	998	2	7	9	10	14	24	245	151	1460	de:08126	Landkreis	Hohenlohekreis
189	de:08127	1753	0	2	41	5	30	99	742	276	2948	de:08127	Landkreis	Schwäbisch Hall
190	de:08128	592	3	6	5	51	3	207	112	118	1097	de:08128	Landkreis	Main-Tauber-Kreis
191	de:08135	562	8	5	21	19	10	35	109	32	801	de:08135	Landkreis	Heidenheim
192	de:08136	1617	16	10	29	47	16	529	593	187	3044	de:08136	Landkreis	Ostalbkreis
193	de:08211	281	0	0	1	2	2	1	44	4	335	de:08211	Stadtkreis	Baden-Baden
194	de:08212	1049	11	2	6	11	13	12	776	76	1956	de:08212	Stadtkreis	Karlsruhe
195	de:08215	1348	28	0	7	16	20	35	428	68	1950	de:08215	Landkreis	Karlsruhe
196	de:08216	830	8	2	21	5	22	34	143	46	1111	de:08216	Landkreis	Rastatt
197	de:08221	633	34	4	4	5	7	7	90	12	796	de:08221	Stadtkreis	Heidelberg
198	de:08222	1008	14	2	8	21	11	7	114	34	1219	de:08222	Stadtkreis	Mannheim
199	de:08225	774	16	0	2	14	6	51	80	37	980	de:08225	Landkreis	Neckar-Odenwald-Kreis
200	de:08226	1847	10	5	8	25	17	153	293	50	2408	de:08226	Landkreis	Rhein-Neckar-Kreis
201	de:08231	531	10	2	5	0	26	1	38	15	628	de:08231	Stadtkreis	Pforzheim
202	de:08235	901	20	8	10	9	20	87	282	80	1417	de:08235	Landkreis	Calw
203	de:08236	928	10	2	17	3	9	14	114	47	1144	de:08236	Landkreis	Enzkreis
204	de:08237	776	20	2	16	34	12	17	118	52	1047	de:08237	Landkreis	Freudenstadt
205	de:08311	601	104	0	1	4	4	0	335	17	1066	de:08311	Stadtkreis	Freiburg im Breisgau
206	de:08315	1499	73	4	11	0	46	31	332	36	2032	de:08315	Landkreis	Breisgau-Hochschwarzwald
207	de:08316	829	14	0	3	5	68	3	161	37	1120	de:08316	Landkreis	Emmendingen
208	de:08317	1426	8	20	41	18	139	111	491	107	2361	de:08317	Landkreis	Ortenaukreis
209	de:08325	602	8	4	20	51	5	186	313	59	1248	de:08325	Landkreis	Rottweil
210	de:08326	955	20	7	31	114	38	159	244	144	1712	de:08326	Landkreis	Schwarzwald-Baar-Kreis
211	de:08327	543	13	0	25	42	6	140	427	88	1284	de:08327	Landkreis	Tuttlingen
212	de:08335	1315	29	1	15	9	15	35	284	58	1761	de:08335	Landkreis	Konstanz
213	de:08336	861	13	2	9	37	13	181	140	141	1397	de:08336	Landkreis	Lörrach
214	de:08337	1052	10	5	6	39	15	299	122	192	1740	de:08337	Landkreis	Waldshut
215	de:08415	1177	7	2	7	20	16	40	228	46	1543	de:08415	Landkreis	Reutlingen
216	de:08416	1036	3	5	4	6	9	16	214	54	1347	de:08416	Landkreis	Tübingen
217	de:08417	949	6	2	20	20	14	56	114	60	1241	de:08417	Landkreis	Zollernalbkreis
218	de:08421	549	24	1	24	5	1	3	152	12	771	de:08421	Stadtkreis	Ulm
219	de:08425	1009	8	4	27	41	32	36	211	10	1378	de:08425	Landkreis	Alb-Donau-Kreis
220	de:08426	1141	6	2	76	37	9	47	208	37	1563	de:08426	Landkreis	Biberach
221	de:08435	1368	20	0	7	3	25	191	167	62	1843	de:08435	Landkreis	Bodenseekreis
222	de:08436	1670	17	5	14	24	26	221	347	167	2491	de:08436	Landkreis	Ravensburg
223	de:08437	613	4	2	5	45	13	324	167	112	1285	de:08437	Landkreis	Sigmaringen
224	de:09161	619	6	0	1	0	19	1	149	9	804	de:09161	Kreisfreie Stadt	Ingolstadt
225	de:09162	3169	59	4	6	2	5	0	1420	91	4756	de:09162	Kreisfreie Stadt	München
226	de:09163	261	10	0	3	1	4	0	81	8	368	de:09163	Kreisfreie Stadt	Rosenheim
227	de:09171	482	25	12	7	8	18	100	105	71	828	de:09171	Landkreis	Altötting
228	de:09172	716	4	5	4	1	56	10	85	36	917	de:09172	Landkreis	Berchtesgadener Land
229	de:09173	744	8	0	2	0	14	6	90	11	875	de:09173	Landkreis	Bad Tölz-Wolfratshausen
230	de:09174	1087	6	1	0	3	5	1	76	4	1183	de:09174	Landkreis	Dachau
231	de:09175	774	10	4	2	2	2	4	142	9	949	de:09175	Landkreis	Ebersberg
232	de:09176	751	12	12	23	4	110	27	67	56	1062	de:09176	Landkreis	Eichstätt
233	de:09177	990	12	5	6	5	3	17	79	34	1151	de:09177	Landkreis	Erding
234	de:09178	1143	12	7	6	1	13	13	203	25	1423	de:09178	Landkreis	Freising
235	de:09179	945	12	2	3	3	18	4	290	25	1302	de:09179	Landkreis	Fürstenfeldbruck
236	de:09180	397	10	1	8	4	49	7	44	16	536	de:09180	Landkreis	Garmisch-Partenkirchen
237	de:09181	507	12	3	2	5	97	3	78	59	766	de:09181	Landkreis	Landsberg am Lech
238	de:09182	641	4	1	0	1	35	0	76	22	780	de:09182	Landkreis	Miesbach
239	de:09183	802	11	1	11	4	161	11	91	95	1187	de:09183	Landkreis	Mühldorf a.Inn
240	de:09184	1367	28	2	8	5	2	1	489	19	1921	de:09184	Landkreis	München
241	de:09185	591	15	10	21	2	57	23	113	62	894	de:09185	Landkreis	Neuburg-Schrobenhausen
242	de:09186	581	2	10	15	1	44	16	60	16	745	de:09186	Landkreis	Pfaffenhofen a.d.Ilm
243	de:09187	1488	23	10	15	8	103	10	167	63	1887	de:09187	Landkreis	Rosenheim
244	de:09188	627	8	6	0	4	10	3	168	12	838	de:09188	Landkreis	Starnberg
245	de:09189	950	22	13	7	7	73	80	145	139	1436	de:09189	Landkreis	Traunstein
246	de:09190	722	16	8	1	6	61	8	75	22	919	de:09190	Landkreis	Weilheim-Schongau
247	de:09261	382	8	0	0	0	13	0	1	7	411	de:09261	Kreisfreie Stadt	Landshut
248	de:09262	460	2	2	2	0	16	10	21	4	517	de:09262	Kreisfreie Stadt	Passau
249	de:09263	221	6	0	2	3	36	2	44	23	337	de:09263	Kreisfreie Stadt	Straubing
250	de:09271	998	8	34	28	23	150	56	108	202	1607	de:09271	Landkreis	Deggendorf
251	de:09272	1255	16	5	6	14	43	126	163	219	1847	de:09272	Landkreis	Freyung-Grafenau
252	de:09273	739	14	8	5	6	72	27	90	64	1025	de:09273	Landkreis	Kelheim
253	de:09274	1224	10	15	10	6	178	42	106	182	1773	de:09274	Landkreis	Landshut
254	de:09275	2117	26	19	9	10	43	213	109	191	2737	de:09275	Landkreis	Passau
255	de:09276	815	28	25	15	5	32	44	265	114	1343	de:09276	Landkreis	Regen
256	de:09277	1439	175	23	8	3	99	97	194	92	2130	de:09277	Landkreis	Rottal-Inn
257	de:09278	980	16	35	10	4	175	75	48	69	1412	de:09278	Landkreis	Straubing-Bogen
258	de:09279	849	8	10	12	7	89	52	187	87	1301	de:09279	Landkreis	Dingolfing-Landau
259	de:09361	249	2	0	7	3	15	11	96	30	413	de:09361	Kreisfreie Stadt	Amberg
260	de:09362	638	24	5	30	5	5	6	191	29	933	de:09362	Kreisfreie Stadt	Regensburg
261	de:09363	229	8	0	3	0	46	4	12	6	308	de:09363	Kreisfreie Stadt	Weiden i.d.OPf.
262	de:09371	990	8	5	4	15	20	93	313	290	1738	de:09371	Landkreis	Amberg-Sulzbach
263	de:09372	1208	10	24	7	22	39	251	172	272	2005	de:09372	Landkreis	Cham
264	de:09373	1072	14	2	9	5	77	60	292	214	1745	de:09373	Landkreis	Neumarkt i.d.OPf.
265	de:09374	813	2	29	6	16	31	70	243	89	1299	de:09374	Landkreis	Neustadt a.d.Waldnaab
266	de:09375	1495	26	20	22	18	46	100	929	85	2741	de:09375	Landkreis	Regensburg
267	de:09376	1044	6	27	5	17	22	91	314	189	1715	de:09376	Landkreis	Schwandorf
268	de:09377	739	14	26	6	11	2	105	455	87	1445	de:09377	Landkreis	Tirschenreuth
269	de:09461	333	0	2	3	0	11	3	50	8	410	de:09461	Kreisfreie Stadt	Bamberg
270	de:09462	377	0	0	12	3	15	3	48	16	474	de:09462	Kreisfreie Stadt	Bayreuth
271	de:09463	309	2	0	0	0	17	4	39	8	379	de:09463	Kreisfreie Stadt	Coburg
272	de:09464	286	2	2	1	6	10	0	27	12	346	de:09464	Kreisfreie Stadt	Hof
273	de:09471	749	6	1	2	8	43	12	175	112	1108	de:09471	Landkreis	Bamberg
274	de:09472	801	4	5	4	17	25	53	114	100	1123	de:09472	Landkreis	Bayreuth
275	de:09473	465	12	14	3	23	3	43	37	127	727	de:09473	Landkreis	Coburg
276	de:09474	793	17	4	4	4	61	16	245	112	1256	de:09474	Landkreis	Forchheim
277	de:09475	630	8	30	13	13	8	50	81	85	918	de:09475	Landkreis	Hof
278	de:09476	498	10	17	3	21	0	47	105	29	730	de:09476	Landkreis	Kronach
279	de:09477	513	4	7	9	18	1	42	46	60	700	de:09477	Landkreis	Kulmbach
